id,name,initials,role,connected,email,source,service,forWho,connectedOn,amber,amount
p1fd014ec,Reyansh Khan,RK,student,0,reyansh.khan@gmail.com,Visited profile,,,,1,
pe8efb698,Ananya Bose,AB,student,0,ananya.bose@gmail.com,Recommended match,,,,1,
p7758d3fe,Arjun Kulkarni,AK,student,0,arjun.kulkarni@gmail.com,From Community,,,,1,
p15a4852d,Kriti Chawla,KC,parent,0,kriti.chawla@gmail.com,Recommended match,,,,0,
p7d97f8f5,Diya Joshi,DJ,student,0,diya.joshi@gmail.com,Visited profile,,,,0,
pb4113ce7,Rohan Das,RD,parent,1,rohan.das@gmail.com,From Community,,,2026-08-17 13:15,0,1999
p816c2b10,Om Bhat,OB,student,0,om.bhat@gmail.com,From chat share,,,,0,
pd5f351fc,Ishaan Khan,IK,student,0,ishaan.khan@gmail.com,Visited profile,,,,0,
pf5534f75,Reyansh Mehta 82,R8,student,0,reyansh.mehta.82@gmail.com,From chat share,,,,0,
pec24f8b0,Aisha Trivedi 37,A3,student,0,aisha.trivedi.37@gmail.com,From Community,,,,1,
pc3f4bacb,Yash Khan,YK,parent,0,yash.khan@gmail.com,Visited profile,,,,0,
pb48b418d,Kabira Saxena,KS,student,1,kabira.saxena@gmail.com,From chat share,,,2026-09-23 16:00,0,1999
pdb4a19c0,Ishaan Rao 96,I9,student,0,ishaan.rao.96@gmail.com,Recommended match,,,,0,
p3aa62b34,Kabira Malhotra,KM,student,0,kabira.malhotra@gmail.com,Recommended match,,,,1,
pc9c08a3c,Jia Khan,JK,parent,0,jia.khan@gmail.com,From chat share,,,,0,
p05656c1e,Arnav Nair,AN,student,1,arnav.nair@gmail.com,From chat share,Pathway consult,,2026-08-10 01:05,0,1999
pe017b20c,Manav Verma 80,M8,parent,0,manav.verma.80@gmail.com,Visited profile,,,,0,
pf65c190f,Pooja Bhat,PB,student,0,pooja.bhat@gmail.com,From Community,,,,0,
p25b72e6d,Kabira Mehta,KM,parent,1,kabira.mehta@gmail.com,From Community,,For Kiara Saxena,2026-07-28 21:45,0,1999
p1ad9fd15,Zara Saxena,ZS,parent,1,zara.saxena@gmail.com,Visited profile,,,2026-07-11 10:40,0,1999
p01d8f119,Kabira Desai 86,K8,student,0,kabira.desai.86@gmail.com,Visited profile,,,,0,
pd04cd55e,Arjun Rao,AR,student,0,arjun.rao@gmail.com,From chat share,,,,0,
p9e2abbc8,Leela Desai,LD,student,0,leela.desai@gmail.com,From chat share,,,,0,
pba9e6586,Manav Nair,MN,student,0,manav.nair@gmail.com,Recommended match,,,,0,
p23056710,Rahul Trivedi,RT,student,1,rahul.trivedi@gmail.com,Visited profile,,,2026-08-18 23:10,0,1999
p247896a2,Aditi Nanda,AN,parent,0,aditi.nanda@gmail.com,Visited profile,,,,0,
p4fe60778,Kriti Bhat,KB,student,0,kriti.bhat@gmail.com,From chat share,,,,0,
p28ac38d1,Leela Mehta,LM,student,0,leela.mehta@gmail.com,From chat share,,,,0,
pd702b381,Neel Iyer,NI,student,0,neel.iyer@gmail.com,Recommended match,,,,0,
pd6c10d09,Kavita Kulkarni 58,K5,parent,0,kavita.kulkarni.58@gmail.com,Visited profile,,,,0,
p7940b5ca,Ira Banerjee,IB,student,0,ira.banerjee@gmail.com,From chat share,,,,0,
pd474efed,Tara Bose 41,T4,student,0,tara.bose.41@gmail.com,Recommended match,,,,0,
pfa172345,Kabir Joshi,KJ,student,0,kabir.joshi@gmail.com,Recommended match,,,,0,
p6637cae2,Dhruv Trivedi,DT,student,0,dhruv.trivedi@gmail.com,Visited profile,,,,0,
pd8984db0,Kavita Ghosh,KG,student,0,kavita.ghosh@gmail.com,Recommended match,,,,0,
p3015e1bf,Jia Chawla,JC,student,0,jia.chawla@gmail.com,From chat share,,,,0,
p177d1da6,Arnav Saxena 68,A6,student,0,arnav.saxena.68@gmail.com,Recommended match,,,,0,
p748b5bd8,Vikram Khan 67,V6,parent,0,vikram.khan.67@gmail.com,From chat share,,,,0,
p917c23bd,Aditi Ghosh,AG,student,0,aditi.ghosh@gmail.com,Visited profile,,,,1,
pd42a61be,Jia Patel 66,J6,student,0,jia.patel.66@gmail.com,From Community,,,,1,
p8b1a36d5,Aditi Reddy,AR,student,1,aditi.reddy@gmail.com,From Community,,,2026-06-30 03:10,0,1999
p3370a192,Neel Nanda,NN,parent,0,neel.nanda@gmail.com,Recommended match,,,,0,
pcfada75e,Isha Bhat,IB,student,0,isha.bhat@gmail.com,From Community,,,,1,
p1b7e08bb,Ravi Reddy,RR,student,0,ravi.reddy@gmail.com,From Community,,,,0,
p1a46524b,Kiara Banerjee,KB,student,1,kiara.banerjee@gmail.com,From Community,Visa readiness,,2026-08-27 02:55,1,1999
pa4ba5d68,Rohan Singh,RS,student,0,rohan.singh@gmail.com,Recommended match,,,,1,
p743d4dda,Ayaan Banerjee,AB,student,0,ayaan.banerjee@gmail.com,Recommended match,,,,0,
p88924ce2,Arnav Nanda,AN,student,1,arnav.nanda@gmail.com,Recommended match,Essay workshop,,2026-09-09 13:35,0,1999
pe874e219,Leela Ahuja 12,L1,student,0,leela.ahuja.12@gmail.com,From chat share,,,,0,
pe859dda3,Tara Verma,TV,student,0,tara.verma@gmail.com,From chat share,,,,1,
pa91c8694,Sneha Kapoor,SK,student,0,sneha.kapoor@gmail.com,Visited profile,,,,0,
p3f26e6c8,Meera Joshi,MJ,student,0,meera.joshi@gmail.com,Visited profile,,,,0,
pfc2487ae,Aisha Das 76,A7,student,0,aisha.das.76@gmail.com,From chat share,,,,1,
p1bdade64,Tara Mehta,TM,student,1,tara.mehta@gmail.com,From chat share,,,2026-09-23 06:15,0,1999
p56e10daf,Naina Gupta,NG,student,0,naina.gupta@gmail.com,Visited profile,,,,1,
pf5672f4d,Dhruv Khan,DK,parent,1,dhruv.khan@gmail.com,From chat share,,,2026-09-23 03:20,0,1999
p070bdf27,Arjun Verma,AV,student,0,arjun.verma@gmail.com,From Community,,,,0,
p77e66ec0,Sohan Bhat,SB,student,0,sohan.bhat@gmail.com,Recommended match,,,,0,
p16070642,Jia Saxena,JS,student,0,jia.saxena@gmail.com,From chat share,,,,0,
p5ad0aba9,Nikhil Jain,NJ,student,0,nikhil.jain@gmail.com,From chat share,,,,0,
pae60ecba,Karan Iyer 65,K6,student,0,karan.iyer.65@gmail.com,Recommended match,,,,0,
p595c2d7c,Vikram Menon,VM,parent,0,vikram.menon@gmail.com,Recommended match,,,,0,
p287dfc1a,Om Rao,OR,student,1,om.rao@gmail.com,Visited profile,Visa readiness,,2026-09-21 01:45,0,1999
paa555fb0,Zara Desai,ZD,student,0,zara.desai@gmail.com,From Community,,,,0,
pda5023b5,Sohan Kulkarni 47,S4,student,0,sohan.kulkarni.47@gmail.com,Recommended match,,,,0,
p4263128b,Jia Nair,JN,student,0,jia.nair@gmail.com,Visited profile,,,,0,
p70d0af6e,Vivaan Ahuja,VA,parent,1,vivaan.ahuja@gmail.com,Recommended match,,,2026-09-04 22:55,0,1999
p5616d153,Isha Nair,IN,student,0,isha.nair@gmail.com,Recommended match,,,,0,
p062ccd8c,Myra Kapoor,MK,student,0,myra.kapoor@gmail.com,Visited profile,,,,0,
p363a77c9,Rahul Khan 99,R9,parent,1,rahul.khan.99@gmail.com,Recommended match,Visa readiness,,2026-08-14 05:30,1,1999
pb77b2d97,Dev Reddy,DR,student,0,dev.reddy@gmail.com,Visited profile,,,,0,
p73d0c63e,Veer Das,VD,student,0,veer.das@gmail.com,Recommended match,,,,0,
p8c8ebc4c,Reyansh Trivedi,RT,student,0,reyansh.trivedi@gmail.com,Visited profile,,,,1,
p1cb88c82,Isha Saxena,IS,parent,1,isha.saxena@gmail.com,From Community,,,2026-07-20 18:10,0,1999
pe3000692,Sana Ahuja 46,S4,student,0,sana.ahuja.46@gmail.com,Recommended match,,,,0,
pcf8fcbc5,Arjun Saxena,AS,parent,0,arjun.saxena@gmail.com,Recommended match,,,,0,
peb054b19,Om Menon,OM,student,0,om.menon@gmail.com,Recommended match,,,,0,
pe6de1504,Isha Bose,IB,student,1,isha.bose@gmail.com,Recommended match,,,2026-09-06 17:25,0,1999
p7b6c4c76,Veer Nanda,VN,student,1,veer.nanda@gmail.com,From chat share,Parent consult,,2026-06-23 15:20,0,1999
p535142be,Manav Singh,MS,student,0,manav.singh@gmail.com,From chat share,,,,1,
p0fee23e7,Sana Chawla,SC,parent,0,sana.chawla@gmail.com,From chat share,,,,0,
p324a0b7d,Isha Jain,IJ,student,0,isha.jain@gmail.com,From Community,,,,0,
p89201bd1,Dhruv Nanda,DN,student,0,dhruv.nanda@gmail.com,From chat share,,,,1,
p165009cb,Dev Verma,DV,parent,1,dev.verma@gmail.com,Visited profile,Parent consult,For Manav Jain,2026-09-23 01:20,0,1999
p61572d93,Ravi Sharma 27,R2,student,0,ravi.sharma.27@gmail.com,Visited profile,,,,1,
pd5495663,Arjun Banerjee,AB,student,0,arjun.banerjee@gmail.com,Recommended match,,,,1,
p88e4ecb0,Ishaan Nanda,IN,parent,0,ishaan.nanda@gmail.com,Recommended match,,,,0,
pf1c75d48,Karan Ghosh,KG,student,1,karan.ghosh@gmail.com,Visited profile,,,2026-09-12 03:00,1,1999
p3451ca2e,Kabira Bhat,KB,student,0,kabira.bhat@gmail.com,Visited profile,,,,0,
pf20f368b,Pooja Banerjee,PB,student,0,pooja.banerjee@gmail.com,Visited profile,,,,0,
p7145a2aa,Nisha Chawla,NC,student,0,nisha.chawla@gmail.com,From Community,,,,0,
p0ace65cc,Sahil Patel,SP,student,1,sahil.patel@gmail.com,From chat share,Pathway consult,,2026-08-23 02:50,0,1999
pbd568281,Yash Malhotra,YM,student,1,yash.malhotra@gmail.com,From chat share,,,2026-08-12 00:20,0,1999
p16192f7d,Diya Patel,DP,parent,0,diya.patel@gmail.com,From Community,,,,0,
p4f4dac0b,Sana Bose,SB,student,0,sana.bose@gmail.com,Visited profile,,,,1,
p50ec6879,Ananya Kapoor,AK,student,0,ananya.kapoor@gmail.com,From chat share,,,,0,
p37845966,Rohan Saxena,RS,student,0,rohan.saxena@gmail.com,Visited profile,,,,0,
p371a588f,Kiara Mehta,KM,student,1,kiara.mehta@gmail.com,From chat share,,,2026-08-06 01:20,0,1999
pff15bd47,Arjun Gupta,AG,parent,0,arjun.gupta@gmail.com,Recommended match,,,,0,
p8e7f7db6,Rohan Malhotra,RM,student,1,rohan.malhotra@gmail.com,Visited profile,Essay workshop,,2026-09-08 13:20,0,1999
p3b0141d4,Kabira Ahuja,KA,student,0,kabira.ahuja@gmail.com,Visited profile,,,,0,
p419f8f85,Nikhil Nanda 35,N3,student,0,nikhil.nanda.35@gmail.com,From Community,,,,0,
p4b2be8f5,Harsh Kapoor,HK,student,1,harsh.kapoor@gmail.com,Visited profile,,,2026-07-25 08:25,1,1999
pa9ed3ddd,Kriti Khan,KK,student,0,kriti.khan@gmail.com,Recommended match,,,,0,
p400bcd0f,Sahil Banerjee,SB,parent,0,sahil.banerjee@gmail.com,From chat share,,,,0,
p298bbd7d,Karan Rao,KR,student,0,karan.rao@gmail.com,Visited profile,,,,1,
p24c26449,Kriti Patel 66,K6,parent,1,kriti.patel.66@gmail.com,From Community,,,2026-06-25 08:10,0,1999
pd4d5ec7c,Neel Banerjee,NB,student,1,neel.banerjee@gmail.com,Visited profile,,,2026-07-21 08:40,0,1999
p4618fe59,Harsh Banerjee,HB,student,0,harsh.banerjee@gmail.com,Recommended match,,,,0,
p306b7fe8,Kriti Rao,KR,student,0,kriti.rao@gmail.com,From chat share,,,,0,
p8dab0a00,Meera Joshi 44,M4,student,0,meera.joshi.44@gmail.com,Recommended match,,,,0,
p1ed6b161,Kiara Saxena,KS,student,1,kiara.saxena@gmail.com,Visited profile,Parent consult,,2026-09-22 10:30,0,1999
p5d88a42c,Dhruv Pillai,DP,student,0,dhruv.pillai@gmail.com,Recommended match,,,,0,
pbcd63df7,Kavita Verma,KV,student,0,kavita.verma@gmail.com,Visited profile,,,,0,
p0952019a,Neel Ghosh,NG,student,1,neel.ghosh@gmail.com,Recommended match,,,2026-08-16 09:20,1,1999
p91b2fe2b,Meera Khan,MK,student,1,meera.khan@gmail.com,Visited profile,,,2026-08-28 17:35,0,1999
p7f121bf4,Dhruv Banerjee,DB,student,0,dhruv.banerjee@gmail.com,Visited profile,,,,0,
pe6398d1e,Jia Desai,JD,parent,1,jia.desai@gmail.com,From Community,Parent consult,For Anika Mehta,2026-07-27 07:25,0,1999
p32096f86,Yash Agarwal 70,Y7,student,0,yash.agarwal.70@gmail.com,From Community,,,,0,
p01161007,Kiara Ahuja,KA,student,0,kiara.ahuja@gmail.com,Visited profile,,,,0,
p46a24fd0,Kabir Bose,KB,student,0,kabir.bose@gmail.com,From Community,,,,0,
pc67883ac,Arjun Bhat,AB,student,1,arjun.bhat@gmail.com,Visited profile,,,2026-07-03 15:30,0,1999
p1b526abd,Diya Rao,DR,student,0,diya.rao@gmail.com,From chat share,,,,0,
pd57d2e87,Dev Pillai 88,D8,student,0,dev.pillai.88@gmail.com,From Community,,,,0,
p6cd4dcbb,Diya Bhat 20,D2,student,0,diya.bhat.20@gmail.com,From Community,,,,0,
p54323b84,Diya Agarwal,DA,student,0,diya.agarwal@gmail.com,From Community,,,,0,
pcb69da28,Kabir Ghosh,KG,student,0,kabir.ghosh@gmail.com,Recommended match,,,,0,
pc495bf1e,Isha Das,ID,student,0,isha.das@gmail.com,From Community,,,,1,
p5d4c96e4,Leela Jain,LJ,student,0,leela.jain@gmail.com,From Community,,,,1,
p659740cd,Pooja Mehta 93,P9,student,0,pooja.mehta.93@gmail.com,From Community,,,,1,
p2e53b339,Veer Agarwal,VA,parent,0,veer.agarwal@gmail.com,From chat share,,,,0,
p8342adbf,Sneha Gupta,SG,student,0,sneha.gupta@gmail.com,Recommended match,,,,0,
p401bb7cc,Nisha Chawla 9,N9,student,1,nisha.chawla.9@gmail.com,From chat share,,,2026-09-04 15:45,0,1999
p0368e4cb,Kiara Saxena 6,K6,student,1,kiara.saxena.6@gmail.com,Recommended match,,,2026-09-23 16:00,1,1999
p8e4c69c3,Sohan Ghosh,SG,student,0,sohan.ghosh@gmail.com,Visited profile,,,,0,
p250449a8,Nisha Jain,NJ,parent,0,nisha.jain@gmail.com,From chat share,,,,0,
p5b335b45,Karan Trivedi,KT,student,0,karan.trivedi@gmail.com,From Community,,,,0,
p24c2a927,Isha Saxena 66,I6,student,1,isha.saxena.66@gmail.com,From chat share,SOP review,,2026-09-09 06:10,0,1999
pd5b97457,Kabira Sharma,KS,student,1,kabira.sharma@gmail.com,From chat share,Visa readiness,,2026-09-16 13:10,0,1999
p38337733,Anvi Malhotra 24,A2,student,0,anvi.malhotra.24@gmail.com,Visited profile,,,,0,
pe1e847ef,Nikhil Verma,NV,student,0,nikhil.verma@gmail.com,From chat share,,,,1,
pcfeb65b5,Isha Gupta,IG,student,0,isha.gupta@gmail.com,Visited profile,,,,0,
p78d6f3be,Rohan Khan,RK,student,0,rohan.khan@gmail.com,Visited profile,,,,0,
p5531361d,Kiara Pillai,KP,parent,0,kiara.pillai@gmail.com,Recommended match,,,,0,
pac45174a,Jia Ahuja,JA,parent,0,jia.ahuja@gmail.com,Visited profile,,,,0,
pd242cd05,Kriti Agarwal,KA,student,0,kriti.agarwal@gmail.com,From Community,,,,0,
p44260e63,Dev Chawla,DC,student,0,dev.chawla@gmail.com,Visited profile,,,,0,
pcf97a71b,Aditi Nanda 63,A6,parent,0,aditi.nanda.63@gmail.com,From chat share,,,,0,
pb1814ad7,Pooja Desai,PD,student,0,pooja.desai@gmail.com,From chat share,,,,0,
pcee4f0e1,Leela Ghosh,LG,student,0,leela.ghosh@gmail.com,Visited profile,,,,0,
pf2733aa2,Ravi Verma,RV,student,0,ravi.verma@gmail.com,Recommended match,,,,1,
pab98605e,Myra Das,MD,parent,0,myra.das@gmail.com,Visited profile,,,,0,
p25e78a0f,Myra Rao,MR,parent,0,myra.rao@gmail.com,From chat share,,,,0,
p33d7fd7d,Dev Ahuja,DA,student,0,dev.ahuja@gmail.com,From Community,,,,1,
p18f717a5,Kriti Khan 9,K9,student,0,kriti.khan.9@gmail.com,Visited profile,,,,0,
pd2b6e201,Jia Rao,JR,student,0,jia.rao@gmail.com,Visited profile,,,,0,
p4cd89d90,Harsh Sharma 2,H2,student,0,harsh.sharma.2@gmail.com,Recommended match,,,,1,
p0509f389,Diya Desai,DD,parent,0,diya.desai@gmail.com,From Community,,,,0,
p0750e213,Tanvi Agarwal,TA,student,0,tanvi.agarwal@gmail.com,Visited profile,,,,1,
pd1ea29c5,Isha Bhat 84,I8,student,0,isha.bhat.84@gmail.com,Visited profile,,,,0,
pf7891625,Anika Khan,AK,student,0,anika.khan@gmail.com,From chat share,,,,0,
pb5fb6ede,Sahil Ahuja,SA,student,1,sahil.ahuja@gmail.com,From chat share,,,2026-07-22 08:10,1,1999
p44c9f43b,Tara Patel,TP,student,0,tara.patel@gmail.com,From chat share,,,,1,
p9b36535b,Aarav Bhat 4,A4,student,0,aarav.bhat.4@gmail.com,Recommended match,,,,0,
p2d185963,Nikhil Rao,NR,student,0,nikhil.rao@gmail.com,From chat share,,,,0,
pd7442d62,Neel Sharma 26,N2,student,0,neel.sharma.26@gmail.com,Visited profile,,,,1,
pe0f57027,Leela Singh,LS,student,0,leela.singh@gmail.com,From chat share,,,,0,
pe370b4e2,Rohan Malhotra 10,R1,parent,1,rohan.malhotra.10@gmail.com,Recommended match,,,2026-07-18 05:00,1,1999
p556c718d,Vivaan Kapoor,VK,student,0,vivaan.kapoor@gmail.com,Recommended match,,,,1,
p58705e53,Dhruv Kapoor,DK,parent,0,dhruv.kapoor@gmail.com,Visited profile,,,,1,
p71ea99cd,Kiara Pillai 42,K4,student,0,kiara.pillai.42@gmail.com,Recommended match,,,,0,
pb698c53e,Rohan Trivedi,RT,student,0,rohan.trivedi@gmail.com,From Community,,,,0,
p54d0225a,Pooja Trivedi,PT,student,0,pooja.trivedi@gmail.com,Recommended match,,,,0,
pa815de50,Vivaan Agarwal,VA,parent,0,vivaan.agarwal@gmail.com,Visited profile,,,,0,
p0d0f7031,Jia Joshi 84,J8,student,0,jia.joshi.84@gmail.com,From Community,,,,0,
pb752c4a8,Pooja Singh,PS,parent,0,pooja.singh@gmail.com,From Community,,,,0,
pce22f0a4,Sneha Bose 30,S3,student,0,sneha.bose.30@gmail.com,Recommended match,,,,0,
p8cb530a7,Jia Rao 54,J5,student,0,jia.rao.54@gmail.com,Visited profile,,,,1,
pbcc73235,Rohan Sharma,RS,student,0,rohan.sharma@gmail.com,From chat share,,,,0,
p3610b7b2,Rahul Nair,RN,student,0,rahul.nair@gmail.com,Visited profile,,,,1,
pd724f7e7,Anika Ahuja,AA,student,1,anika.ahuja@gmail.com,Recommended match,,,2026-08-22 06:20,0,1999
p103aa5cd,Kiara Ahuja 73,K7,student,1,kiara.ahuja.73@gmail.com,From chat share,,,2026-09-10 09:35,0,1999
pd756529c,Aarav Malhotra,AM,student,0,aarav.malhotra@gmail.com,From Community,,,,1,
p3baf4d5b,Anvi Gupta,AG,student,0,anvi.gupta@gmail.com,Visited profile,,,,0,
p5028c862,Harsh Agarwal,HA,student,0,harsh.agarwal@gmail.com,From chat share,,,,0,
p962d73ce,Yash Rao 85,Y8,student,0,yash.rao.85@gmail.com,From Community,,,,0,
p0dc819d5,Ayaan Khan,AK,parent,0,ayaan.khan@gmail.com,Recommended match,,,,0,
p1b5bfbf9,Sana Agarwal,SA,student,0,sana.agarwal@gmail.com,Recommended match,,,,1,
p792898b2,Aditi Kulkarni 20,A2,parent,0,aditi.kulkarni.20@gmail.com,Visited profile,,,,0,
p9d515f26,Kiara Singh 39,K3,parent,0,kiara.singh.39@gmail.com,From Community,,,,0,
pe85d5c4f,Rohan Gupta,RG,student,0,rohan.gupta@gmail.com,Visited profile,,,,0,
p6b3c4106,Anvi Ghosh,AG,student,0,anvi.ghosh@gmail.com,From chat share,,,,0,
pf990a184,Yash Iyer 95,Y9,student,1,yash.iyer.95@gmail.com,From Community,,,2026-09-04 10:00,0,1999
p3fd36412,Tara Chawla,TC,student,0,tara.chawla@gmail.com,From chat share,,,,0,
pc3f1e1ac,Tanvi Ghosh,TG,student,0,tanvi.ghosh@gmail.com,From Community,,,,0,
pe715294e,Aisha Bose,AB,parent,1,aisha.bose@gmail.com,Visited profile,Pathway consult,For Reyansh Chawla,2026-07-19 10:35,0,1999
p43a30c16,Reyansh Agarwal,RA,student,0,reyansh.agarwal@gmail.com,From Community,,,,1,
p7a18006d,Veer Singh,VS,parent,0,veer.singh@gmail.com,From Community,,,,0,
pf21e17a1,Nisha Reddy,NR,student,0,nisha.reddy@gmail.com,Recommended match,,,,0,
p706bd48c,Om Das,OD,student,0,om.das@gmail.com,Visited profile,,,,1,
p450350da,Reyansh Verma,RV,student,0,reyansh.verma@gmail.com,From Community,,,,0,
pd0e0d17c,Ravi Joshi,RJ,student,0,ravi.joshi@gmail.com,Recommended match,,,,1,
pd733d637,Naina Bose,NB,student,0,naina.bose@gmail.com,From chat share,,,,1,
pa625fe5c,Kabira Bhat 6,K6,parent,0,kabira.bhat.6@gmail.com,From Community,,,,0,
pc2635068,Jia Chawla 3,J3,student,1,jia.chawla.3@gmail.com,From chat share,,,2026-09-19 09:15,0,1999
p40b37181,Karan Pillai,KP,student,0,karan.pillai@gmail.com,From Community,,,,0,
p6ffc612e,Sohan Bose,SB,student,0,sohan.bose@gmail.com,From chat share,,,,0,
pee15cbfa,Sneha Sharma,SS,parent,1,sneha.sharma@gmail.com,Recommended match,,,2026-08-08 02:35,0,1999
pc10e9d75,Sohan Iyer,SI,student,0,sohan.iyer@gmail.com,Visited profile,,,,0,
p15eb5ff8,Ishaan Nanda 98,I9,student,0,ishaan.nanda.98@gmail.com,From Community,,,,0,
p981deaab,Arjun Iyer,AI,student,0,arjun.iyer@gmail.com,From chat share,,,,0,
pa55c93b4,Sahil Jain,SJ,student,0,sahil.jain@gmail.com,Recommended match,,,,0,
pa5105ce9,Naina Kulkarni,NK,parent,0,naina.kulkarni@gmail.com,From Community,,,,0,
p720f3387,Ananya Singh,AS,student,1,ananya.singh@gmail.com,From Community,,,2026-08-23 00:30,0,1999
p8eebd768,Zara Patel,ZP,student,0,zara.patel@gmail.com,From Community,,,,0,
p377a7308,Ira Gupta,IG,student,0,ira.gupta@gmail.com,From Community,,,,0,
p85f9dfc1,Om Ahuja,OA,student,0,om.ahuja@gmail.com,Visited profile,,,,0,
p70915418,Nisha Menon,NM,student,1,nisha.menon@gmail.com,From Community,Pathway consult,,2026-09-07 14:40,0,1999
p03e8b9fa,Aisha Nanda,AN,student,0,aisha.nanda@gmail.com,From chat share,,,,1,
p97d38684,Aarav Trivedi,AT,student,0,aarav.trivedi@gmail.com,From Community,,,,1,
p93558f27,Ravi Iyer,RI,student,0,ravi.iyer@gmail.com,From chat share,,,,0,
pa9228d02,Ananya Reddy,AR,parent,0,ananya.reddy@gmail.com,Visited profile,,,,0,
pbfd58cf7,Sana Saxena,SS,student,0,sana.saxena@gmail.com,Recommended match,,,,0,
pe4c82d62,Ravi Kulkarni 73,R7,student,0,ravi.kulkarni.73@gmail.com,Recommended match,,,,0,
p77f7cc8a,Kavita Ahuja,KA,student,1,kavita.ahuja@gmail.com,Recommended match,Pathway consult,,2026-08-29 07:30,1,1999
p38a3f49b,Kavita Singh,KS,student,0,kavita.singh@gmail.com,From chat share,,,,0,
p0fdee569,Rahul Sharma,RS,student,0,rahul.sharma@gmail.com,From chat share,,,,0,
p3623063c,Reyansh Malhotra,RM,student,1,reyansh.malhotra@gmail.com,From Community,Pathway consult,,2026-07-16 16:35,0,1999
p34d7e74b,Reyansh Patel,RP,student,0,reyansh.patel@gmail.com,Visited profile,,,,0,
p9cac64c9,Kabira Banerjee,KB,parent,0,kabira.banerjee@gmail.com,Visited profile,,,,0,
p655c4acd,Kabir Gupta,KG,student,0,kabir.gupta@gmail.com,From Community,,,,0,
pb2921423,Nisha Kulkarni,NK,student,0,nisha.kulkarni@gmail.com,Recommended match,,,,0,
p67ede838,Rohan Mehta,RM,student,0,rohan.mehta@gmail.com,Visited profile,,,,0,
p50a83bdb,Dev Agarwal,DA,student,0,dev.agarwal@gmail.com,Visited profile,,,,0,
p96bf5461,Sahil Bhat 72,S7,parent,0,sahil.bhat.72@gmail.com,Visited profile,,,,0,
pd9723eb6,Riya Khan 39,R3,student,1,riya.khan.39@gmail.com,Recommended match,,,2026-09-07 11:05,0,1999
p067566cc,Sahil Gupta,SG,parent,0,sahil.gupta@gmail.com,Recommended match,,,,0,
pabf283c7,Neel Desai,ND,student,0,neel.desai@gmail.com,Visited profile,,,,0,
p63862ed4,Zara Gupta,ZG,student,0,zara.gupta@gmail.com,Visited profile,,,,0,
pe927881b,Naina Singh,NS,student,0,naina.singh@gmail.com,Recommended match,,,,0,
p6748ac36,Tara Banerjee,TB,student,1,tara.banerjee@gmail.com,Visited profile,,,2026-09-23 16:00,0,1999
p83ddf922,Diya Iyer,DI,student,1,diya.iyer@gmail.com,Recommended match,,,2026-09-13 22:15,0,1999
p281e8376,Harsh Bhat,HB,student,0,harsh.bhat@gmail.com,Visited profile,,,,1,
p36f4f81f,Ananya Sharma,AS,student,0,ananya.sharma@gmail.com,Visited profile,,,,0,
p1c567f2d,Naina Pillai,NP,student,0,naina.pillai@gmail.com,Visited profile,,,,0,
p0813ed73,Sahil Pillai,SP,student,1,sahil.pillai@gmail.com,From chat share,,,2026-09-10 00:30,0,1999
p657b4a31,Nisha Singh,NS,student,1,nisha.singh@gmail.com,From Community,,,2026-08-19 07:40,0,1999
pb65d3f71,Diya Trivedi,DT,student,0,diya.trivedi@gmail.com,From Community,,,,0,
p2796b37d,Diya Gupta,DG,parent,0,diya.gupta@gmail.com,From chat share,,,,0,
p82f46355,Tanvi Trivedi,TT,parent,0,tanvi.trivedi@gmail.com,From chat share,,,,1,
pb36aaff6,Karan Chawla,KC,parent,0,karan.chawla@gmail.com,From chat share,,,,0,
p710dde0a,Vivaan Bose,VB,student,0,vivaan.bose@gmail.com,From Community,,,,0,
pdae50dd5,Nikhil Khan,NK,student,0,nikhil.khan@gmail.com,From chat share,,,,1,
p32e9f6a4,Aisha Ahuja,AA,student,1,aisha.ahuja@gmail.com,From chat share,,,2026-09-22 12:00,1,1999
pc4199743,Ishaan Singh 51,I5,parent,1,ishaan.singh.51@gmail.com,From chat share,Parent consult,,2026-07-11 04:15,1,1999
p18b0ba15,Ananya Menon 70,A7,student,0,ananya.menon.70@gmail.com,Visited profile,,,,0,
pe0f3b04c,Priya Ahuja,PA,student,0,priya.ahuja@gmail.com,Recommended match,,,,0,
p752f535e,Zara Patel 80,Z8,student,1,zara.patel.80@gmail.com,Visited profile,Pathway consult,,2026-08-20 21:30,0,1999
p6a5e184c,Sahil Desai,SD,student,0,sahil.desai@gmail.com,Visited profile,,,,0,
pf0575dde,Sahil Nanda,SN,student,0,sahil.nanda@gmail.com,From chat share,,,,1,
p00d2ed57,Rahul Desai,RD,parent,0,rahul.desai@gmail.com,Recommended match,,,,0,
p0dc66820,Myra Patel,MP,student,0,myra.patel@gmail.com,Visited profile,,,,0,
p1447f2ee,Kabira Agarwal,KA,student,0,kabira.agarwal@gmail.com,From chat share,,,,0,
p9379c48f,Isha Iyer,II,student,0,isha.iyer@gmail.com,From chat share,,,,1,
p6f3dd9d6,Diya Reddy,DR,student,1,diya.reddy@gmail.com,Visited profile,Essay workshop,,2026-09-23 16:00,0,1999
p210f86ca,Ayaan Singh,AS,student,0,ayaan.singh@gmail.com,From Community,,,,0,
pcec5d40f,Ayaan Iyer,AI,parent,1,ayaan.iyer@gmail.com,Visited profile,,For Vikram Bose,2026-06-25 01:30,0,1999
